Gene,score,was used in training,link to MGI
Ndst1,0.46281,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ndst1
Dscr3,0.45968,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dscr3
Pole4,0.45908,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pole4
Flt3,0.45734,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Flt3
A430106J12Rik,0.45009,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A430106J12Rik
Plxdc2,0.44819,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Plxdc2
Ociad2,0.44752,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ociad2
Ctbp2,0.44683,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ctbp2
Gsbs,0.42416,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gsbs
Cnnm2,0.42004,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cnnm2
Itpr1,0.41983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Itpr1
Cnn3,0.41715,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cnn3
Ddost,0.41104,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ddost
Hdac8,0.40966,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hdac8
Strap,0.40599,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Strap
Akr1b3,0.40195,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Akr1b3
Akr1a4,0.39942,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Akr1a4
Chn1,0.39924,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Chn1
Sel1h,0.3987,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sel1h
Serf2,0.39505,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Serf2
Cyc1,0.3886,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cyc1
Actr3,0.38756,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Actr3
Adamtsl3,0.38536,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Adamtsl3
Mras,0.38214,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mras
Smpd1,0.38026,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Smpd1
Crkl,0.37135,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Crkl
Sv2c,0.37111,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sv2c
9630031F12Rik,0.36366,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9630031F12Rik
Sec61a1,0.35977,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sec61a1
Pi4k2a,0.35849,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pi4k2a
2810417J12Rik,0.35343,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=2810417J12Rik
Lactb2,0.34892,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lactb2
Atf7ip,0.3477,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Atf7ip
Rps6ka5,0.3412,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rps6ka5
Impa1,0.34048,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Impa1
Slc6a20,0.33719,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc6a20
Kcng4,0.32869,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kcng4
C920006C10Rik,0.32619,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C920006C10Rik
Ints7,0.32449,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ints7
Htr1b,0.32228,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Htr1b
Nptn,0.32033,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nptn
Pdcl,0.31672,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pdcl
Itih3,0.30927,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Itih3
2010008E23Rik,0.3068,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2010008E23Rik
Rock1,0.30623,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rock1
Ptdss1,0.29971,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ptdss1
Wiz,0.29515,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wiz
Traf3ip3,0.29424,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Traf3ip3
Ssr3,0.29231,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ssr3
Cabc1,0.29198,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cabc1
Cul4a,0.28791,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cul4a
4732495E13Rik,0.2876,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4732495E13Rik
Wsb2,0.28683,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wsb2
Calb2,0.28355,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Calb2
Ddah1,0.28202,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ddah1
Nrsn2,0.28144,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nrsn2
Depdc2,0.27022,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Depdc2
Cmya5,0.26512,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cmya5
Spfh2,0.26377,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Spfh2
1500031L02Rik,0.26192,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1500031L02Rik
4933440J22Rik,0.26078,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4933440J22Rik
5730601F06Rik,0.25717,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5730601F06Rik
P4ha2,0.25328,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=P4ha2
Prmt8,0.2512,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prmt8
Auh,0.25003,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Auh
Higd2a,0.2488,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Higd2a
Dnajc3,0.24849,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dnajc3
Chst2,0.24642,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Chst2
6330505F04Rik,0.23964,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=6330505F04Rik
2410075B13Rik,0.2395,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2410075B13Rik
Slc7a10,0.23038,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc7a10
Surf4,0.2303,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Surf4
Haghl,0.22257,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Haghl
Chrnb2,0.22016,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Chrnb2
Thoc2,0.21865,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Thoc2
Fads6,0.21565,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fads6
Itm2b,0.21524,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Itm2b
Dbn1,0.21139,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dbn1
Tceb2,0.21071,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tceb2
1500032L24Rik,0.21046,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1500032L24Rik
Nudt3,0.20824,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nudt3
Suclg1,0.20458,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Suclg1
Psmd3,0.20369,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Psmd3
Mdfi,0.18975,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mdfi
Brp44,0.18936,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Brp44
AW146242,0.18703,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AW146242
Pcdh17,0.18633,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pcdh17
Letm1,0.18443,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Letm1
4933406E20Rik,0.17703,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4933406E20Rik
A930004K21Rik,0.17668,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A930004K21Rik
Ccdc50,0.16445,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccdc50
Tspan13,0.16296,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tspan13
Adam15,0.16043,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Adam15
Apip,0.15905,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Apip
Aldh7a1,0.15378,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Aldh7a1
TC1479629,0.15374,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1479629
Acad8,0.15111,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Acad8
Cpsf3l,0.15074,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cpsf3l
Hspa14,0.14721,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hspa14
Ngef,0.14487,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ngef
Efhb,0.14222,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Efhb
Sdcbp,0.14197,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sdcbp
Tmem166,0.14165,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem166
Tmem14a,0.13819,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem14a
1110002B05Rik,0.13539,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1110002B05Rik
Mt3,0.13218,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mt3
Clstn2,0.1319,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clstn2
Katnal1,0.13171,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Katnal1
Spire1,0.13036,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Spire1
Gm2a,0.12833,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm2a
Psmd8,0.12686,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Psmd8
Pdlim4,0.12189,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pdlim4
Nefl,0.11902,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nefl
Tmem5,0.11755,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem5
Lrrc58,0.10572,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lrrc58
Rhod,0.10282,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rhod
BC031181,0.10138,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC031181
Rgs12,0.10121,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rgs12
Bfar,0.097443,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bfar
Robo2,0.097283,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Robo2
Chst11,0.096539,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Chst11
Edg1,0.094923,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Edg1
Ubxd2,0.088355,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ubxd2
Tom1,0.086936,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tom1
2410137M14Rik,0.086016,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2410137M14Rik
BC002163,0.085577,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC002163
Fh1,0.08501,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fh1
Myo1b,0.084718,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Myo1b
BC043098,0.08464,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC043098
Pcsk5,0.083075,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pcsk5
Srl,0.080284,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Srl
4921517B04Rik,0.078763,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4921517B04Rik
Pptc7,0.077836,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pptc7
Jagn1,0.071683,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Jagn1
Npr1,0.070758,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Npr1
Camk1,0.067597,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Camk1
Fads2,0.06681,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fads2
Arl3,0.064478,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arl3
H2-Ke6,0.064338,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=H2-Ke6
Vps26b,0.064218,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Vps26b
Phyhipl,0.063646,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Phyhipl
Parp8,0.06145,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Parp8
Lcat,0.057939,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lcat
Ccm2,0.057816,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccm2
C330016O10Rik,0.056012,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C330016O10Rik
Man1a2,0.052449,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Man1a2
Dym,0.049594,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dym
C630002B14Rik,0.038707,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C630002B14Rik
Khdrbs2,0.037465,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Khdrbs2
Yif1b,0.032751,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Yif1b
Zfp322a,0.032738,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp322a
Mef2c,0.031758,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mef2c
D530033C11Rik,0.02654,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D530033C11Rik
Zfp706,0.02394,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp706
Chchd3,0.023753,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Chchd3
Cog4,0.022994,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cog4
Auts2,0.021772,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Auts2
Bcar3,0.019121,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bcar3
Slc7a4,0.019066,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc7a4
BC003331,0.01866,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC003331
Fubp1,0.018483,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fubp1
Car7,0.017615,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Car7
Clmn,0.015808,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clmn
Nudt19,0.013674,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nudt19
Trim44,0.010869,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Trim44
Svil,0.0097855,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Svil
Asph,0.008676,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Asph
2900063A17Rik*,0.0080175,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2900063A17Rik*
Pomp,0.0056662,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pomp
Trpc1,0.0049255,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Trpc1
Rbms1,0.0014613,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rbms1
Atp5o,-0.00062636,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Atp5o
Col13a1,-0.0037276,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Col13a1
Cox5a,-0.0050929,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cox5a
Zcd1,-0.0059711,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zcd1
Hsdl2,-0.0090808,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hsdl2
Mrpl49,-0.0096168,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mrpl49
Dach1,-0.010368,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dach1
Dbndd1,-0.011065,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dbndd1
Nudt11,-0.013718,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nudt11
Gsr,-0.018845,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gsr
4930429A22Rik,-0.020205,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4930429A22Rik
Mrpl9,-0.024339,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mrpl9
BC057022,-0.024537,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC057022
AI464131,-0.025306,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AI464131
Prr14,-0.026891,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prr14
Cox5b,-0.027964,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cox5b
Ripk3,-0.028656,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ripk3
Itpa,-0.029483,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Itpa
Hnrpf,-0.03312,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hnrpf
mCG22988.1,-0.034938,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=mCG22988.1
1300002A08Rik,-0.035087,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1300002A08Rik
Vapa,-0.035284,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Vapa
Phyh,-0.036423,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Phyh
G6pdx,-0.047171,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=G6pdx
Glrb,-0.05072,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Glrb
Aldh5a1,-0.05227,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Aldh5a1
5730438N18Rik,-0.053627,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5730438N18Rik
Prpf6,-0.054143,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prpf6
Usp45,-0.055667,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Usp45
Hspa5,-0.059524,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hspa5
9630007P13Rik*,-0.061057,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9630007P13Rik*
Jmjd1b,-0.061377,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Jmjd1b
Cox7b,-0.063039,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cox7b
Cthrc1,-0.063733,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cthrc1
Srgap1,-0.065044,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Srgap1
Nup93,-0.065245,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nup93
Tex264,-0.066126,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tex264
Gpiap1,-0.066943,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gpiap1
Epha6,-0.070495,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Epha6
Prkra,-0.070629,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prkra
Gm879,-0.071691,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm879
Tmem55a,-0.072507,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem55a
3300001K11Rik,-0.073775,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=3300001K11Rik
Psmb1,-0.074064,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Psmb1
Foxk2,-0.076754,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Foxk2
Nsg1,-0.08201,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nsg1
Cyp2j6,-0.085222,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cyp2j6
Ech1,-0.085745,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ech1
E330014M11Rik*,-0.086453,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=E330014M11Rik*
Cuta,-0.088472,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cuta
4930572J05Rik,-0.08983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4930572J05Rik
Cuedc1,-0.094071,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cuedc1
Tspan31,-0.095527,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tspan31
Nkiras1,-0.097494,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nkiras1
Ptpn4,-0.09926,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ptpn4
Flot1,-0.099334,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Flot1
Cul2,-0.10196,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cul2
Trmt1,-0.10242,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Trmt1
Ern2,-0.10307,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ern2
D13Bwg1146e,-0.10398,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D13Bwg1146e
Mia3,-0.10415,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mia3
B230399H06Rik,-0.10691,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=B230399H06Rik
Igfbp6,-0.10701,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Igfbp6
Nek2,-0.10755,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nek2
Clcn4-2,-0.10998,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clcn4-2
